Run	group	Protein.Group	Genes	PG.MaxLFQ	n_peptides
msrA2	msrA	P76507	yfdI	24.58830117471935	7
msrA3	msrA	P76507	yfdI	24.62566370017784	8
msrB1	msrB	P76507	yfdI	25.18993206052298	8
msrB2	msrB	P76507	yfdI	25.304342965281528	9
msrB3	msrB	P76507	yfdI	25.232867648061436	7
msrC1	msrC	P76507	yfdI	25.372300626647185	9
msrC3	msrC	P76507	yfdI	25.1211440935949	9
WT1	WT	P76513	yfdQ	16.930104483064426	4
WT2	WT	P76513	yfdQ	16.70961015357071	5
WT3	WT	P76513	yfdQ	16.806945840183044	5
bisC1	bisC	P76513	yfdQ	17.468640696859595	4
bisC2	bisC	P76513	yfdQ	17.45657312618704	5
bisC3	bisC	P76513	yfdQ	17.661195511864495	5
msrA1	msrA	P76513	yfdQ	16.885199697948824	4
msrA2	msrA	P76513	yfdQ	17.048169208664913	5
msrA3	msrA	P76513	yfdQ	16.617865592120552	5
msrB1	msrB	P76513	yfdQ	17.54316047414035	5
msrB2	msrB	P76513	yfdQ	17.36026694213216	5
msrB3	msrB	P76513	yfdQ	17.30788924004736	5
msrC1	msrC	P76513	yfdQ	17.396633261635987	5
msrC3	msrC	P76513	yfdQ	17.566446747713954	5
WT1	WT	P76520	yfdX	19.477011271835067	1
WT2	WT	P76520	yfdX	19.166732990920462	2
WT3	WT	P76520	yfdX	19.123414014856774	2
bisC1	bisC	P76520	yfdX	18.261716917482826	NA
bisC2	bisC	P76520	yfdX	18.718439802809844	NA
bisC3	bisC	P76520	yfdX	16.74418696263157	NA
msrA1	msrA	P76520	yfdX	19.164544229002246	2
msrA2	msrA	P76520	yfdX	18.97708204798555	1
msrA3	msrA	P76520	yfdX	18.930814564164304	2
msrB1	msrB	P76520	yfdX	17.40805188598473	NA
msrB2	msrB	P76520	yfdX	17.23335683990721	NA
msrB3	msrB	P76520	yfdX	18.661514011811093	NA
msrC1	msrC	P76520	yfdX	18.86380484326208	NA
msrC3	msrC	P76520	yfdX	17.707696096299475	NA
WT1	WT	P76524	ypdF	18.337103549398527	3
WT2	WT	P76524	ypdF	18.807502623024785	3
WT3	WT	P76524	ypdF	19.007242895963998	3
bisC1	bisC	P76524	ypdF	18.336430556639836	2
bisC2	bisC	P76524	ypdF	18.204709787085374	4
bisC3	bisC	P76524	ypdF	18.9691747343389	4
msrA1	msrA	P76524	ypdF	18.890836289901582	5
msrA2	msrA	P76524	ypdF	18.840911392462427	4
msrA3	msrA	P76524	ypdF	19.136452827554947	4
msrB1	msrB	P76524	ypdF	18.621394385165864	3
msrB2	msrB	P76524	ypdF	18.687415732207203	3
msrB3	msrB	P76524	ypdF	18.03870586677515	4
msrC1	msrC	P76524	ypdF	19.102759541103563	5
msrC3	msrC	P76524	ypdF	19.197419940604956	5
WT1	WT	P76535	murQ	23.695149581457386	16
WT2	WT	P76535	murQ	23.687193153764554	16
WT3	WT	P76535	murQ	23.600201715749524	16
bisC1	bisC	P76535	murQ	23.4850077182864	15
bisC2	bisC	P76535	murQ	23.33772261066713	16
bisC3	bisC	P76535	murQ	23.509195826038535	16
msrA1	msrA	P76535	murQ	23.4985770436922	16
msrA2	msrA	P76535	murQ	23.630541542004845	16
msrA3	msrA	P76535	murQ	23.621360063383666	16
msrB1	msrB	P76535	murQ	23.513168922023976	16
msrB2	msrB	P76535	murQ	23.54256868932474	16
msrB3	msrB	P76535	murQ	23.42734724724915	15
msrC1	msrC	P76535	murQ	23.67205818311218	16
msrC3	msrC	P76535	murQ	23.801070077127576	16
WT1	WT	P76536	yfeX	27.523118980388205	27
WT2	WT	P76536	yfeX	27.483107596062748	28
WT3	WT	P76536	yfeX	27.50172738510206	25
bisC1	bisC	P76536	yfeX	27.288437630502905	27
bisC2	bisC	P76536	yfeX	27.325567057330424	27
bisC3	bisC	P76536	yfeX	27.311371658746193	31
msrA1	msrA	P76536	yfeX	27.43274080713605	28
msrA2	msrA	P76536	yfeX	27.62123450801847	27
msrA3	msrA	P76536	yfeX	27.558992374336906	30
msrB1	msrB	P76536	yfeX	27.309044270893224	29
msrB2	msrB	P76536	yfeX	27.361642641985107	28
msrB3	msrB	P76536	yfeX	27.392741256801948	29
msrC1	msrC	P76536	yfeX	27.481401835738865	30
msrC3	msrC	P76536	yfeX	27.317099418233774	30
WT1	WT	P76537	yfeY	24.77042788388322	8
WT2	WT	P76537	yfeY	24.840048331651058	9
WT3	WT	P76537	yfeY	24.800778868415662	9
bisC1	bisC	P76537	yfeY	24.801015196184107	7
bisC2	bisC	P76537	yfeY	24.58825759144308	8
bisC3	bisC	P76537	yfeY	24.81257736700816	9
msrA1	msrA	P76537	yfeY	24.751158996410382	9
msrA2	msrA	P76537	yfeY	24.950001830985297	10
msrA3	msrA	P76537	yfeY	24.865270647779646	8
msrB1	msrB	P76537	yfeY	24.401368996975457	9
msrB2	msrB	P76537	yfeY	24.594822319953114	9
msrB3	msrB	P76537	yfeY	24.681759891252366	9
msrC1	msrC	P76537	yfeY	24.918387861455905	9
msrC3	msrC	P76537	yfeY	24.65662660123141	9
WT1	WT	P76539	ypeA	23.79899252272856	8
WT2	WT	P76539	ypeA	23.90094611067137	9
WT3	WT	P76539	ypeA	23.84145243901247	9
bisC1	bisC	P76539	ypeA	23.98702507229399	8
bisC2	bisC	P76539	ypeA	23.559513280681248	8
bisC3	bisC	P76539	ypeA	24.097870585978665	8
msrA1	msrA	P76539	ypeA	23.864227337232634	9
msrA2	msrA	P76539	ypeA	23.550785998729197	7
msrA3	msrA	P76539	ypeA	23.941976230672324	9
msrB1	msrB	P76539	ypeA	23.579520003830446	8
msrB2	msrB	P76539	ypeA	23.572502710484912	8
msrB3	msrB	P76539	ypeA	23.810291851210977	7
msrC1	msrC	P76539	ypeA	23.801162067120032	9
msrC3	msrC	P76539	ypeA	23.84744928631125	9
WT1	WT	P76540	eutK	16.069432230052612	2
WT2	WT	P76540	eutK	17.690511499329187	2
WT3	WT	P76540	eutK	16.31439073402479	2
bisC1	bisC	P76540	eutK	18.244603008966372	NA
bisC2	bisC	P76540	eutK	21.005587102883617	NA
bisC3	bisC	P76540	eutK	17.545111690164056	NA
msrA1	msrA	P76540	eutK	16.82387332240917	2
msrA2	msrA	P76540	eutK	16.44337358604238	2
msrA3	msrA	P76540	eutK	16.884021143806365	2
msrB1	msrB	P76540	eutK	17.049821800383953	3
msrB2	msrB	P76540	eutK	16.54862415297366	3
msrB3	msrB	P76540	eutK	16.758628455379053	3
msrC1	msrC	P76540	eutK	16.690458108615406	2
msrC3	msrC	P76540	eutK	16.65827795847461	2
WT1	WT	P76541	eutL	22.689875371313434	6
WT2	WT	P76541	eutL	22.998982277746645	6
WT3	WT	P76541	eutL	23.19527171968412	6
bisC1	bisC	P76541	eutL	22.70450072538024	6
bisC2	bisC	P76541	eutL	22.590911937855402	6
bisC3	bisC	P76541	eutL	23.29937391587101	7
msrA1	msrA	P76541	eutL	23.074784170936905	7
msrA2	msrA	P76541	eutL	22.77628472675137	6
msrA3	msrA	P76541	eutL	22.968603518669525	6
msrB1	msrB	P76541	eutL	22.58604913640079	6
msrB2	msrB	P76541	eutL	22.577698846142138	6
msrB3	msrB	P76541	eutL	22.559395179933716	6
msrC1	msrC	P76541	eutL	22.777327764420797	6
msrC3	msrC	P76541	eutL	23.138119902958774	7
WT1	WT	P76542	intZ	20.048160559206647	14
WT2	WT	P76542	intZ	20.30449810754257	14
WT3	WT	P76542	intZ	20.325692626026004	15
bisC1	bisC	P76542	intZ	20.291316021597414	13
bisC2	bisC	P76542	intZ	20.571012721381546	14
bisC3	bisC	P76542	intZ	20.549612189443167	15
msrA1	msrA	P76542	intZ	20.01713174348604	15
msrA2	msrA	P76542	intZ	20.270533875511948	14
msrA3	msrA	P76542	intZ	20.412392821255615	15
msrB1	msrB	P76542	intZ	20.322680632250577	14
msrB2	msrB	P76542	intZ	20.524079545933205	14
msrB3	msrB	P76542	intZ	20.49532062117836	14
msrC1	msrC	P76542	intZ	20.213575055931862	15
msrC3	msrC	P76542	intZ	20.39009625312398	15
WT1	WT	P76546	yffO	17.378793329789335	3
WT2	WT	P76546	yffO	17.30756549331705	3
WT3	WT	P76546	yffO	17.169424406870395	3
bisC1	bisC	P76546	yffO	17.763182575707656	2
bisC2	bisC	P76546	yffO	17.36488486589332	3
bisC3	bisC	P76546	yffO	17.255173255423752	3
msrA1	msrA	P76546	yffO	16.719186478446996	3
msrA2	msrA	P76546	yffO	17.25437312370263	3
msrA3	msrA	P76546	yffO	17.52885110900162	3
msrB1	msrB	P76546	yffO	17.073446329692388	2
msrB2	msrB	P76546	yffO	17.034191934509593	2
msrB3	msrB	P76546	yffO	17.171357631519793	3
msrC1	msrC	P76546	yffO	17.372293186181302	3
msrC3	msrC	P76546	yffO	17.176097801793304	3
WT1	WT	P76547	yffP	17.76880754363254	2
WT2	WT	P76547	yffP	18.438382350859143	2
WT3	WT	P76547	yffP	18.21469545545393	3
bisC1	bisC	P76547	yffP	19.402209029542195	NA
bisC2	bisC	P76547	yffP	18.079008173267276	NA
bisC3	bisC	P76547	yffP	17.519705858536106	NA
msrA1	msrA	P76547	yffP	17.97640181319082	2
msrA2	msrA	P76547	yffP	18.453082703860268	3
msrA3	msrA	P76547	yffP	18.350599192099846	2
msrB1	msrB	P76547	yffP	18.924481200511845	NA
msrB2	msrB	P76547	yffP	19.111716756247542	NA
msrB3	msrB	P76547	yffP	18.96841984937216	NA
msrC1	msrC	P76547	yffP	18.294899609882115	2
msrC3	msrC	P76547	yffP	17.517279153886893	3
WT1	WT	P76549	yffR	21.114137565167077	2
WT2	WT	P76549	yffR	21.14204378091032	2
WT3	WT	P76549	yffR	20.72728949722634	2
bisC1	bisC	P76549	yffR	20.830192834107894	2
bisC2	bisC	P76549	yffR	20.99078088567047	2
bisC3	bisC	P76549	yffR	21.195236569861173	2
msrA1	msrA	P76549	yffR	21.063381584927036	2
msrA2	msrA	P76549	yffR	21.071927604815702	2
msrA3	msrA	P76549	yffR	21.061478486529253	2
msrB1	msrB	P76549	yffR	20.34905494755948	2
msrB2	msrB	P76549	yffR	20.915847109829443	2
msrB3	msrB	P76549	yffR	20.367346491918155	2
msrC1	msrC	P76549	yffR	21.060368078758113	2
msrC3	msrC	P76549	yffR	21.13253910875152	2
WT1	WT	P76550	yffS	25.320549373720286	19
WT2	WT	P76550	yffS	25.33984551858928	20
WT3	WT	P76550	yffS	25.390958611514392	19
bisC1	bisC	P76550	yffS	25.296432592643242	17
bisC2	bisC	P76550	yffS	25.384225806135344	18
bisC3	bisC	P76550	yffS	25.22170688305293	19
msrA1	msrA	P76550	yffS	25.330979636530344	19
msrA2	msrA	P76550	yffS	25.422871797888806	17
msrA3	msrA	P76550	yffS	25.285217347717172	18
msrB1	msrB	P76550	yffS	25.265547090081885	19
msrB2	msrB	P76550	yffS	25.386389713611283	17
msrB3	msrB	P76550	yffS	25.31709251584773	20
msrC1	msrC	P76550	yffS	25.46719543851877	19
msrC3	msrC	P76550	yffS	25.41584064963773	19
WT1	WT	P76555	eutQ	25.68876243217522	7
WT2	WT	P76555	eutQ	26.078634256026092	6
WT3	WT	P76555	eutQ	26.01971949685766	7
bisC1	bisC	P76555	eutQ	25.649158030555082	7
bisC2	bisC	P76555	eutQ	25.78657185540117	6
bisC3	bisC	P76555	eutQ	25.8365278353524	6
msrA1	msrA	P76555	eutQ	25.89747112704831	7
msrA2	msrA	P76555	eutQ	25.869406143266485	6
msrA3	msrA	P76555	eutQ	26.089158685685913	7
msrB1	msrB	P76555	eutQ	25.66823859713684	6
msrB2	msrB	P76555	eutQ	25.567068870694126	7
msrB3	msrB	P76555	eutQ	25.706560832759752	7
msrC1	msrC	P76555	eutQ	26.135355300244502	7
msrC3	msrC	P76555	eutQ	26.098184243177045	7
WT1	WT	P76558	maeB	28.58834544299857	58
WT2	WT	P76558	maeB	28.31422212815868	63
WT3	WT	P76558	maeB	28.365371439422706	65
bisC1	bisC	P76558	maeB	28.292535364797757	62
bisC2	bisC	P76558	maeB	28.430792736109435	61
bisC3	bisC	P76558	maeB	28.322236667553987	61
msrA1	msrA	P76558	maeB	28.517821104048526	61
msrA2	msrA	P76558	maeB	28.460496642317942	63
msrA3	msrA	P76558	maeB	28.322898988547795	64
msrB1	msrB	P76558	maeB	28.444117339434232	62
msrB2	msrB	P76558	maeB	28.447760006925964	57
msrB3	msrB	P76558	maeB	28.340827789878563	63
msrC1	msrC	P76558	maeB	28.049844562043514	62
msrC3	msrC	P76558	maeB	28.411470774321717	62
WT1	WT	P76561	ypfH	25.10415049058239	13
WT2	WT	P76561	ypfH	25.021351265053557	12
WT3	WT	P76561	ypfH	25.197926059919528	12
bisC1	bisC	P76561	ypfH	25.030462220972765	10
bisC2	bisC	P76561	ypfH	24.960222141462975	10
bisC3	bisC	P76561	ypfH	25.10988452228601	12
msrA1	msrA	P76561	ypfH	25.20361027733314	13
msrA2	msrA	P76561	ypfH	25.330011294372646	12
msrA3	msrA	P76561	ypfH	25.246951915297597	13
msrB1	msrB	P76561	ypfH	24.81882350437789	10
msrB2	msrB	P76561	ypfH	24.71365920304767	9
msrB3	msrB	P76561	ypfH	24.77151153348597	11
msrC1	msrC	P76561	ypfH	24.876461676868903	9
msrC3	msrC	P76561	ypfH	24.916728960784674	11
WT1	WT	P76562	tmcA	20.10638418347305	15
WT2	WT	P76562	tmcA	19.81703458108181	13
WT3	WT	P76562	tmcA	19.849277379579593	15
bisC1	bisC	P76562	tmcA	19.894844031612177	10
bisC2	bisC	P76562	tmcA	19.95865749279077	13
bisC3	bisC	P76562	tmcA	19.85103317776811	15
msrA1	msrA	P76562	tmcA	19.82160992741933	13
msrA2	msrA	P76562	tmcA	19.99367197104941	15
msrA3	msrA	P76562	tmcA	19.815736450359264	14
msrB1	msrB	P76562	tmcA	19.694059733778825	11
msrB2	msrB	P76562	tmcA	20.01817912015512	12
msrB3	msrB	P76562	tmcA	19.799238433348854	14
msrC1	msrC	P76562	tmcA	19.89693932986992	15
msrC3	msrC	P76562	tmcA	19.721662255973353	15
WT1	WT	P76569	yfgD	26.11251602600139	8
WT2	WT	P76569	yfgD	26.20405943835632	8
WT3	WT	P76569	yfgD	26.0405673229858	7
bisC1	bisC	P76569	yfgD	26.348516779455018	7
bisC2	bisC	P76569	yfgD	25.993182432988863	7
bisC3	bisC	P76569	yfgD	26.203844581231593	8
msrA1	msrA	P76569	yfgD	26.030665284226078	8
msrA2	msrA	P76569	yfgD	26.242802680210236	7
msrA3	msrA	P76569	yfgD	26.242557902043202	7
msrB1	msrB	P76569	yfgD	25.933394046185583	7
msrB2	msrB	P76569	yfgD	25.990078854510184	7
msrB3	msrB	P76569	yfgD	26.035062012700752	7
msrC1	msrC	P76569	yfgD	25.957034271193205	8
msrC3	msrC	P76569	yfgD	26.19566747161761	8
WT1	WT	P76575	yfgJ	24.215048430086444	4
WT2	WT	P76575	yfgJ	24.60995276156963	5
WT3	WT	P76575	yfgJ	24.385681540678956	4
bisC1	bisC	P76575	yfgJ	24.9584283709372	5
bisC2	bisC	P76575	yfgJ	24.067358367106838	4
bisC3	bisC	P76575	yfgJ	24.5040282748055	4
msrA1	msrA	P76575	yfgJ	24.868147244730384	5
msrA2	msrA	P76575	yfgJ	24.066616439113485	4
msrA3	msrA	P76575	yfgJ	24.62630047441784	4
msrB1	msrB	P76575	yfgJ	24.72743160354618	4
msrB2	msrB	P76575	yfgJ	24.141991568004265	4
msrB3	msrB	P76575	yfgJ	24.41319675604117	4
msrC1	msrC	P76575	yfgJ	24.816869108009378	5
msrC3	msrC	P76575	yfgJ	24.606353474446536	4
WT1	WT	P76576	yfgM	26.13363987711957	16
WT2	WT	P76576	yfgM	26.05660398092741	16
WT3	WT	P76576	yfgM	26.128493607022495	17
bisC1	bisC	P76576	yfgM	26.328451554054656	16
bisC2	bisC	P76576	yfgM	25.99763984441289	16
bisC3	bisC	P76576	yfgM	26.37193692897544	17
msrA1	msrA	P76576	yfgM	25.875799212530076	15
msrA2	msrA	P76576	yfgM	26.065478753942227	16
msrA3	msrA	P76576	yfgM	26.04048521857145	15
msrB1	msrB	P76576	yfgM	26.27053273490507	16
msrB2	msrB	P76576	yfgM	26.363655683944998	16
msrB3	msrB	P76576	yfgM	26.53221453073781	17
msrC1	msrC	P76576	yfgM	26.187921675839053	16
msrC3	msrC	P76576	yfgM	26.31008920939373	18
WT1	WT	P76577	pbpC	21.940010368883062	10
WT2	WT	P76577	pbpC	21.755653704316032	11
WT3	WT	P76577	pbpC	21.871989155410283	11
bisC1	bisC	P76577	pbpC	21.765380398852585	8
bisC2	bisC	P76577	pbpC	21.78952289922112	11
bisC3	bisC	P76577	pbpC	21.880839124095257	12
msrA1	msrA	P76577	pbpC	21.57194042820066	11
msrA2	msrA	P76577	pbpC	22.065861477725687	12
msrA3	msrA	P76577	pbpC	21.930937703172535	11
msrB1	msrB	P76577	pbpC	21.56392601973297	7
msrB2	msrB	P76577	pbpC	21.474044678659364	7
msrB3	msrB	P76577	pbpC	21.479602662945453	8
msrC1	msrC	P76577	pbpC	21.606201299010404	11
msrC3	msrC	P76577	pbpC	21.610769504962995	10
WT1	WT	P76578	yfhM	25.088431284288177	81
WT2	WT	P76578	yfhM	25.071698848088566	79
WT3	WT	P76578	yfhM	25.0974645943215	78
bisC1	bisC	P76578	yfhM	24.873297471701527	68
bisC2	bisC	P76578	yfhM	24.88850404982195	75
bisC3	bisC	P76578	yfhM	24.944151991492966	80
msrA1	msrA	P76578	yfhM	24.975136268668358	82
msrA2	msrA	P76578	yfhM	25.059795806795876	82
msrA3	msrA	P76578	yfhM	25.0872690746075	79
msrB1	msrB	P76578	yfhM	24.597281726811325	79
msrB2	msrB	P76578	yfhM	24.580167576259768	73
msrB3	msrB	P76578	yfhM	24.546888927002012	72
msrC1	msrC	P76578	yfhM	24.788838588369867	76
msrC3	msrC	P76578	yfhM	24.62792701759663	82
WT1	WT	P76585	yphG	23.54035025862638	4
WT2	WT	P76585	yphG	23.709931817052176	4
WT3	WT	P76585	yphG	23.68440930618843	4
bisC1	bisC	P76585	yphG	23.30867787754556	3
bisC2	bisC	P76585	yphG	23.326581586775657	3
bisC3	bisC	P76585	yphG	23.49114432315743	4
msrA1	msrA	P76585	yphG	23.960880270819445	5
msrA2	msrA	P76585	yphG	23.86809664733295	5
msrA3	msrA	P76585	yphG	23.300014405810046	5
msrB1	msrB	P76585	yphG	23.18773671554588	4
msrB2	msrB	P76585	yphG	23.642519664684233	4
msrB3	msrB	P76585	yphG	23.2434238872428	3
msrC1	msrC	P76585	yphG	23.786717312966687	6
msrC3	msrC	P76585	yphG	24.00288144162239	6
WT1	WT	P76586	yphH	19.26042527823659	4
WT2	WT	P76586	yphH	19.453352908557303	4
WT3	WT	P76586	yphH	19.108487288106776	4
bisC1	bisC	P76586	yphH	19.422634059811983	4
bisC2	bisC	P76586	yphH	19.335956740509168	4
bisC3	bisC	P76586	yphH	19.470488338638454	4
msrA1	msrA	P76586	yphH	19.306409138396567	4
msrA2	msrA	P76586	yphH	19.230236268240553	4
msrA3	msrA	P76586	yphH	19.356221436805857	4
msrB1	msrB	P76586	yphH	18.921876612572643	4
msrB2	msrB	P76586	yphH	19.056188026512896	4
msrB3	msrB	P76586	yphH	19.53102455516128	4
msrC1	msrC	P76586	yphH	19.375151485088697	4
msrC3	msrC	P76586	yphH	19.36267720148993	4
WT1	WT	P76594	patZ	26.72711755895279	38
WT2	WT	P76594	patZ	27.1277298953207	40
WT3	WT	P76594	patZ	27.03774332612964	39
bisC1	bisC	P76594	patZ	27.06902208970899	40
bisC2	bisC	P76594	patZ	27.00585854439982	38
bisC3	bisC	P76594	patZ	27.112586337382094	39
msrA1	msrA	P76594	patZ	26.854716228166104	39
msrA2	msrA	P76594	patZ	26.844498420172126	39
msrA3	msrA	P76594	patZ	27.160348787439332	40
msrB1	msrB	P76594	patZ	26.78387669349253	40
msrB2	msrB	P76594	patZ	26.693348274658934	38
msrB3	msrB	P76594	patZ	26.840955943350004	39
msrC1	msrC	P76594	patZ	27.321765734129258	40
msrC3	msrC	P76594	patZ	26.988235327695904	39
WT1	WT	P76621	glaH	25.396627382689214	17
WT2	WT	P76621	glaH	25.761252037204674	18
WT3	WT	P76621	glaH	25.765089384195097	18
bisC1	bisC	P76621	glaH	25.926674410204885	18
bisC2	bisC	P76621	glaH	25.564105403592933	17
bisC3	bisC	P76621	glaH	25.793163016122463	18
msrA1	msrA	P76621	glaH	25.434162172829975	18
msrA2	msrA	P76621	glaH	24.67211269084778	16
msrA3	msrA	P76621	glaH	25.802081841856168	18
msrB1	msrB	P76621	glaH	25.358557174009857	18
msrB2	msrB	P76621	glaH	24.97080656191421	15
msrB3	msrB	P76621	glaH	25.693567140728046	17
msrC1	msrC	P76621	glaH	24.258824066218267	16
msrC3	msrC	P76621	glaH	23.817271872463273	17
WT1	WT	P76641	guaD	25.156321986079064	22
WT2	WT	P76641	guaD	25.159850862278923	21
WT3	WT	P76641	guaD	25.071879009317847	21
bisC1	bisC	P76641	guaD	24.897299669495972	22
bisC2	bisC	P76641	guaD	24.978321445655112	21
bisC3	bisC	P76641	guaD	25.009763193751045	21
msrA1	msrA	P76641	guaD	25.08716432942065	21
msrA2	msrA	P76641	guaD	25.248966421394044	21
msrA3	msrA	P76641	guaD	25.127359460510732	21
msrB1	msrB	P76641	guaD	25.36991399047516	22
msrB2	msrB	P76641	guaD	25.50884837663881	20
msrB3	msrB	P76641	guaD	25.41104762214674	21
msrC1	msrC	P76641	guaD	25.533157533277937	21
msrC3	msrC	P76641	guaD	25.324848429495983	21
WT1	WT	P76658	hldE	26.32191268515955	31
WT2	WT	P76658	hldE	26.40525678735303	32
WT3	WT	P76658	hldE	26.315933274891755	33
bisC1	bisC	P76658	hldE	26.41175302230386	30
bisC2	bisC	P76658	hldE	26.327414353230424	31
bisC3	bisC	P76658	hldE	26.294810447523936	32
msrA1	msrA	P76658	hldE	26.273065652464624	34
msrA2	msrA	P76658	hldE	26.312485544914153	30
msrA3	msrA	P76658	hldE	26.32822677632424	34
msrB1	msrB	P76658	hldE	26.266414974588066	32
msrB2	msrB	P76658	hldE	26.302208414355608	32
msrB3	msrB	P76658	hldE	26.345901681157635	31
msrC1	msrC	P76658	hldE	26.401404545192875	33
msrC3	msrC	P76658	hldE	26.29256415019635	34
WT1	WT	P76909	ynjD	21.43879299450296	6
WT2	WT	P76909	ynjD	21.355179815693837	6
WT3	WT	P76909	ynjD	21.444668016094845	6
bisC1	bisC	P76909	ynjD	21.32080371583312	6
bisC2	bisC	P76909	ynjD	21.153198840299886	6
bisC3	bisC	P76909	ynjD	21.31547658705315	6
msrA1	msrA	P76909	ynjD	21.297314429829093	6
msrA2	msrA	P76909	ynjD	21.517228805020316	6
msrA3	msrA	P76909	ynjD	21.324560603433103	6
msrB1	msrB	P76909	ynjD	21.24487755578086	6
msrB2	msrB	P76909	ynjD	21.338987946689166	6
msrB3	msrB	P76909	ynjD	21.321917638304296	6
msrC1	msrC	P76909	ynjD	21.25401363347883	6
msrC3	msrC	P76909	ynjD	21.16301326643395	6
WT1	WT	P76938	epmC	18.593357040214325	1
WT2	WT	P76938	epmC	18.332482561580232	2
WT3	WT	P76938	epmC	19.335844053447932	3
bisC1	bisC	P76938	epmC	18.83257589740921	2
bisC2	bisC	P76938	epmC	17.559916990852326	2
bisC3	bisC	P76938	epmC	18.725582192618972	3
msrA1	msrA	P76938	epmC	17.857384412240233	2
msrA2	msrA	P76938	epmC	18.10986045724141	2
msrA3	msrA	P76938	epmC	18.651842875036213	3
msrB1	msrB	P76938	epmC	18.31446375817784	3
msrB2	msrB	P76938	epmC	18.745956872742063	3
msrB3	msrB	P76938	epmC	18.94731000464788	3
msrC1	msrC	P76938	epmC	18.38027318432353	3
msrC3	msrC	P76938	epmC	18.974646875559	4
WT1	WT	P77031	yqcE	16.144105692294957	3
WT2	WT	P77031	yqcE	15.847257248908054	2
WT3	WT	P77031	yqcE	15.901088494574315	1
bisC1	bisC	P77031	yqcE	16.224641330841802	3
bisC2	bisC	P77031	yqcE	16.84042786924089	3
bisC3	bisC	P77031	yqcE	16.03987639649665	1
msrA1	msrA	P77031	yqcE	15.352353842267888	1
msrA2	msrA	P77031	yqcE	15.97735408706442	2
msrA3	msrA	P77031	yqcE	15.726156301105533	2
msrB1	msrB	P77031	yqcE	18.489444438260648	NA
msrB2	msrB	P77031	yqcE	18.57093169811857	NA
msrB3	msrB	P77031	yqcE	18.535281441522695	NA
msrC1	msrC	P77031	yqcE	16.663363197173485	3
msrC3	msrC	P77031	yqcE	17.698475874865363	3
WT1	WT	P77129	ylbE	18.103229530757382	4
WT2	WT	P77129	ylbE	18.18381572040717	4
WT3	WT	P77129	ylbE	18.492054875195386	5
bisC1	bisC	P77129	ylbE	18.63605679667689	4
bisC2	bisC	P77129	ylbE	18.59800102960719	4
bisC3	bisC	P77129	ylbE	18.667755186442484	5
msrA1	msrA	P77129	ylbE	18.600249023778396	5
msrA2	msrA	P77129	ylbE	18.579561550162037	3
msrA3	msrA	P77129	ylbE	18.385474326799045	4
msrB1	msrB	P77129	ylbE	18.331881333475277	4
msrB2	msrB	P77129	ylbE	18.336688787662077	4
msrB3	msrB	P77129	ylbE	18.090623048967238	3
msrC1	msrC	P77129	ylbE	18.623141369367236	4
msrC3	msrC	P77129	ylbE	18.576168997742936	5
WT1	WT	P77147	ydhT	21.93542172677368	4
WT2	WT	P77147	ydhT	22.132551032098675	5
WT3	WT	P77147	ydhT	22.06776799608675	5
bisC1	bisC	P77147	ydhT	22.62303216105706	5
bisC2	bisC	P77147	ydhT	22.309258454748207	5
bisC3	bisC	P77147	ydhT	22.862749431952995	5
msrA1	msrA	P77147	ydhT	21.892476113702664	5
msrA2	msrA	P77147	ydhT	22.269473862817406	6
msrA3	msrA	P77147	ydhT	21.980251690986556	6
msrB1	msrB	P77147	ydhT	22.585593309810918	6
msrB2	msrB	P77147	ydhT	22.570787764469856	5
msrB3	msrB	P77147	ydhT	22.35082159013519	6
msrC1	msrC	P77147	ydhT	22.648800148816225	6
msrC3	msrC	P77147	ydhT	22.831026522682798	6
WT1	WT	P77148	ydhS	23.98722167559203	18
WT2	WT	P77148	ydhS	24.11559775899281	18
WT3	WT	P77148	ydhS	24.128102910331794	18
bisC1	bisC	P77148	ydhS	24.06686012384273	18
bisC2	bisC	P77148	ydhS	23.97840838708739	19
bisC3	bisC	P77148	ydhS	23.974907299209637	18
msrA1	msrA	P77148	ydhS	24.045625531459212	18
msrA2	msrA	P77148	ydhS	23.815463334815263	18
msrA3	msrA	P77148	ydhS	24.101174699925924	19
msrB1	msrB	P77148	ydhS	23.270979356111773	18
msrB2	msrB	P77148	ydhS	23.008673274864613	17
msrB3	msrB	P77148	ydhS	23.389611122215317	18
msrC1	msrC	P77148	ydhS	23.322273669830707	18
msrC3	msrC	P77148	ydhS	22.82288849455904	18
WT1	WT	P77150	pdxY	25.69914900647344	16
WT2	WT	P77150	pdxY	25.47786076735698	14
WT3	WT	P77150	pdxY	25.498554401715168	13
bisC1	bisC	P77150	pdxY	25.479641761727443	14
bisC2	bisC	P77150	pdxY	25.407749328496397	13
bisC3	bisC	P77150	pdxY	25.319087724515207	13
msrA1	msrA	P77150	pdxY	25.585585975073595	16
msrA2	msrA	P77150	pdxY	25.89305901168488	13
msrA3	msrA	P77150	pdxY	25.55812919101511	14
msrB1	msrB	P77150	pdxY	25.568927950732487	14
msrB2	msrB	P77150	pdxY	25.75317124141338	14
msrB3	msrB	P77150	pdxY	25.488167566582334	14
msrC1	msrC	P77150	pdxY	25.589544973621802	16
msrC3	msrC	P77150	pdxY	25.691862553705537	16
WT1	WT	P77161	glxR	19.81346758307757	6
WT2	WT	P77161	glxR	19.310121392030698	7
