Protein.Group	log2fc	ci_l	ci_r	mean_abundance	pval	adj_pval	comparison
P63020	0.16148712134314636	-0.37071656021178334	0.693690802898076	27.777686063480733	0.5168640086142999	0.8597425956096648	WT_vs_msrA
P0A6L0	-0.04583803115550111	-0.19736936576199357	0.10569330345099134	28.435014448200093	0.5181269592631019	0.8613718978121262	WT_vs_msrA
P0A867	-0.08306954018620871	-0.35845476563592127	0.19231568526350384	27.998270810170187	0.5192802141971717	0.8620420804232064	WT_vs_msrA
P39382	-0.11030388975527217	-0.47598719973942205	0.2553794202288777	20.000238383573215	0.5192948098767571	0.8620420804232064	WT_vs_msrA
P0ADL3	-0.07880410804881421	-0.3401132863865015	0.18250507028887308	21.621046955674707	0.5193810626044393	0.8620420804232064	WT_vs_msrA
P00954	0.04079713346516556	-0.09459994131247151	0.17619420824280263	27.14387427254306	0.5197333693926769	0.8621559550132889	WT_vs_msrA
P0A9D8	-0.03121153915298791	-0.1349495507026287	0.07252647239665289	28.236470397866913	0.5203390713779565	0.8623149071445126	WT_vs_msrA
P00562	-0.03963388345415808	-0.17138386521912802	0.09211609831081186	27.046720426331383	0.5203966896028418	0.8623149071445126	WT_vs_msrA
P75948	-0.10603349908174664	-0.4588603419502216	0.2467933437867283	20.006215950365025	0.5208057029734511	0.8625223604012631	WT_vs_msrA
P76076	-0.1206155335754957	-0.5226714421386331	0.28144037498764174	22.550905665121554	0.5215248480170258	0.8630322590426089	WT_vs_msrA
P19319	0.1207287879771144	-0.2818591677508325	0.5233167437050612	24.9415145930746	0.5216815596779443	0.8630322590426089	WT_vs_msrA
P0AFV4	0.11550066588200636	-0.26999461409197634	0.50099594585598906	20.129200297088754	0.5220429620091768	0.8631602619944985	WT_vs_msrA
P03819	0.03664797265696507	-0.085801269969299307	0.15909721528322945	22.886284384746098	0.5224858088450842	0.8631706463291375	WT_vs_msrA
P76177	0.04252223534851396	-0.0996856584204466	0.18473012911747452	27.95075937892028	0.5228626181947122	0.8631706463291375	WT_vs_msrA
P60752	0.03419274095896441	-0.08016953672231264	0.14855501864024145	25.732889673026847	0.5229013359302211	0.8631706463291375	WT_vs_msrA
P18390	-0.19610906090858293	-0.8531724473388819	0.460954325521716	21.816871423428985	0.5236147830907647	0.8638791128191281	WT_vs_msrA
P0ACM2	-0.05756893534961094	-0.2507821233070375	0.1356442526078156	24.32492999486062	0.5243071669272217	0.8643006595227365	WT_vs_msrA
P32664	0.09106923585470028	-0.2154075973074805	0.39754606901688105	22.88904981410255	0.5254090209394379	0.8643006595227365	WT_vs_msrA
P0AD70	-0.16103715379343875	-0.7035489106458837	0.38147460305900616	14.349155737535268	0.5258363642533812	0.8643006595227365	WT_vs_msrA
P0A6L7	-0.11165637635518877	-0.48786174454763964	0.2645489918372621	24.63518374936906	0.5258909350770016	0.8643006595227365	WT_vs_msrA
P0AFB1	0.03257817725394219	-0.07732414859169588	0.14248050309958027	24.195019268338424	0.5263941491079844	0.8643006595227365	WT_vs_msrA
P0A812	-0.05232370822819021	-0.22887930188882022	0.12423188543243979	24.632609252227173	0.5264902091190822	0.8643006595227365	WT_vs_msrA
P65290	0.09589614432302085	-0.22785546207964386	0.41964775072568555	19.13440812111448	0.5267029136561285	0.8643006595227365	WT_vs_msrA
P69423	0.18740373481520933	-0.445699229379801	0.8205066990102197	18.4618158937285	0.5269692159916146	0.8643006595227365	WT_vs_msrA
P14900	0.03338622439864025	-0.07950390415557665	0.14627635295285715	24.969058594286874	0.5273354490771032	0.8643006595227365	WT_vs_msrA
P0AFD6	0.053952115414983126	-0.12855627320045304	0.2364605040304193	26.49018471366021	0.5275086280460042	0.8643006595227365	WT_vs_msrA
P77279	0.04018599933269584	-0.0957620572139177	0.1761340558793094	24.463319925122338	0.527530893638202	0.8643006595227365	WT_vs_msrA
P64612	-0.03331105231414	-0.146009212183872	0.079387107555592	24.84941404222807	0.5275590924938202	0.8643006595227365	WT_vs_msrA
P37794	0.06461409229068593	-0.15399326240488695	0.28322144698625884	21.631140255848983	0.5275675299159843	0.8643006595227365	WT_vs_msrA
P0A761	0.060382954564076385	-0.14426414725453923	0.265030056382692	23.99685722974716	0.5282699762980112	0.8643824012202234	WT_vs_msrA
P0AED9	-0.043514941970130394	-0.19107138134073223	0.10404149740047144	23.08746429930088	0.5284828172730591	0.8643824012202234	WT_vs_msrA
P77306	0.17282672139182864	-0.4149030108134326	0.7605564535970899	20.171974929301253	0.5296431827295749	0.8643824012202234	WT_vs_msrA
P0A6H8	-0.03900720614322495	-0.17167634371107737	0.09366193142462748	24.10050573854885	0.5296973775694764	0.8643824012202234	WT_vs_msrA
P0A809	-0.05230364796026876	-0.23021906775899129	0.12561177183845376	24.212817322314528	0.5297499496575928	0.8643824012202234	WT_vs_msrA
P76291	0.03674460700400317	-0.08845652470189433	0.16194573870990067	24.29726423101493	0.5304310901555622	0.8643824012202234	WT_vs_msrA
P0ACM5	-0.03835939552929801	-0.1691012339981943	0.09238244293959827	23.110204993601137	0.5305501341490335	0.8643824012202234	WT_vs_msrA
P07913	0.041692866152672536	-0.10042253601343576	0.18380826831878083	27.178790149582206	0.5305840872858969	0.8643824012202234	WT_vs_msrA
P0A903	-0.02877892758499101	-0.12689787561004295	0.06934002044006095	26.90985907134299	0.5306758983181471	0.8643824012202234	WT_vs_msrA
P0C079	-0.4442578359195899	-1.9611431877128498	1.07262751587367	19.777767314367875	0.5312692906766767	0.8643824012202234	WT_vs_msrA
P09163	0.06259107542786069	-0.1511364957353165	0.2763186465910379	22.1846266045952	0.5312975623755504	0.8643824012202234	WT_vs_msrA
P0C0K3	0.04975499824604768	-0.12014496880395031	0.21965496529604567	22.847233541636808	0.5313053940905288	0.8643824012202234	WT_vs_msrA
P37388	0.12307147659015882	-0.29719462378135875	0.5433375769616764	18.122790346402066	0.5313150133199662	0.8643824012202234	WT_vs_msrA
P10908	0.07296518048201861	-0.17645048402150992	0.32238084498554714	23.826886802267328	0.5317240884727118	0.8645789254492333	WT_vs_msrA
P33602	0.027343306064508965	-0.0661890626512902	0.12087567478030813	28.02557183393497	0.5320048011155203	0.8645789254492333	WT_vs_msrA
P77161	-0.21643946950659654	-0.9591458366290422	0.5262668976158491	19.909831644767223	0.5332731023077488	0.865660340662407	WT_vs_msrA
P0AB18	-0.03993120129585037	-0.17696024794808932	0.09709784535638857	24.213801652811036	0.5332912100980509	0.865660340662407	WT_vs_msrA
P06983	-0.03122393347863195	-0.13848777210118302	0.0760399051439191	25.614769576221168	0.533721665841927	0.865660340662407	WT_vs_msrA
P0AB24	0.17503603522958144	-0.42710200272713605	0.7771740731862989	23.24352124229828	0.5342788126357461	0.865660340662407	WT_vs_msrA
P0A7G6	-0.026722384530309284	-0.11866060352423397	0.0652158344636154	28.300397055272274	0.5343271082614409	0.865660340662407	WT_vs_msrA
P0AEM6	0.1396494577136238	-0.34113553188237844	0.620434447309626	22.828565301686435	0.5345956486587592	0.865660340662407	WT_vs_msrA
P0A6R0	-0.02862414507881539	-0.12718816293903867	0.06993987278140791	27.48984888426883	0.5346641853976104	0.865660340662407	WT_vs_msrA
P37651	0.11107427646876289	-0.271997240890814	0.4941457938283398	22.38058194257305	0.5352921981762924	0.8658644864866183	WT_vs_msrA
P23908	0.057725059347340846	-0.14139012442175092	0.2568402431164326	24.005305550830624	0.5353601086240065	0.8658644864866183	WT_vs_msrA
P30147	0.21231951907856228	-0.5213966566011767	0.9460356947583013	20.3010666069172	0.5360959487995716	0.8665933980861159	WT_vs_msrA
P76196	0.22022320936175888	-0.5424495446493879	0.9828959633729056	17.752632936349137	0.5369587580042015	0.8675266696303925	WT_vs_msrA
P09549	0.053751070170307	-0.1331074033583559	0.24060954369896992	23.67096633658337	0.5384760656848688	0.8691974313710501	WT_vs_msrA
P76397	-0.036960794769580474	-0.16560350508575367	0.09168191554659272	22.078171307281334	0.5389517542146538	0.8691974313710501	WT_vs_msrA
P76546	0.11779083960851011	-0.2923882894031129	0.5279699686201331	17.254915822989226	0.5391519207899949	0.8691974313710501	WT_vs_msrA
P04036	0.04302633738240402	-0.10694974704810728	0.19300242181291533	25.88255048916614	0.5395422418645817	0.8691974313710501	WT_vs_msrA
P0ACV0	0.06421825938400261	-0.1596536200916022	0.28809013885960744	24.447134242376112	0.5395911850840664	0.8691974313710501	WT_vs_msrA
P07363	-0.1079641207789912	-0.4844502236511521	0.2685219820931697	24.692367978475733	0.5397089677516195	0.8691974313710501	WT_vs_msrA
P0A9K9	0.08608743913127626	-0.21595634037271055	0.38813121863526306	29.136738544125667	0.5421434877811786	0.8726557517833695	WT_vs_msrA
P76221	0.3482345439773127	-0.8748729597753833	1.5713420477300086	19.722042369252286	0.5425659620224548	0.8728734561070619	WT_vs_msrA
P31677	-0.07547985077345487	-0.3423607759215583	0.19140107437464854	25.962235318776862	0.5452023050216367	0.8766506904554254	WT_vs_msrA
P25516	0.057764515399103544	-0.1468990677613515	0.2624280985595586	28.292461686391714	0.5460137424067746	0.877067967217611	WT_vs_msrA
P39406	0.038234882393425096	-0.09724257456904925	0.17371233935589944	25.30238099877503	0.5460390240130701	0.877067967217611	WT_vs_msrA
P0A9A6	-0.02918745536499401	-0.13276518036122542	0.07439026963123742	28.357368662557175	0.5466407221552554	0.8771523210731964	WT_vs_msrA
P0A8C4	-0.3220096382094333	-1.4656170342528427	0.82159775783397615	23.33479841854894	0.5469472826943107	0.8771523210731964	WT_vs_msrA
P76264	-0.11664205697840657	-0.5309034393127419	0.2976193253559288	20.46678845512911	0.5469574361413976	0.8771523210731964	WT_vs_msrA
P45545	-0.1488663001730579	-0.6784735279087426	0.3807409275626268	13.889258327482233	0.54762659466163	0.877762247456062	WT_vs_msrA
P77718	0.055326213814904435	-0.14189313500848577	0.25254556263829464	25.76079190865111	0.5484062417683859	0.8780795568015083	WT_vs_msrA
P0A715	-0.03503577437050964	-0.1601468623297433	0.090075313588724	28.281372111072358	0.5490986012134805	0.8780795568015083	WT_vs_msrA
P0A7M6	0.15656679699451104	-0.4027321192026353	0.7158657131916574	30.217591024547797	0.5492434288063063	0.8780795568015083	WT_vs_msrA
P23827	0.0876122147150653	-0.22537450302982398	0.4005989324599546	27.986677642923276	0.5492587367634453	0.8780795568015083	WT_vs_msrA
P77580	-0.057233076459592525	-0.2616985432476743	0.14723239032848925	21.981833869727616	0.5492692456333226	0.8780795568015083	WT_vs_msrA
P0AGL2	0.15581419079587633	-0.40161382366143505	0.7132422052531877	29.227626102325008	0.5498193036448876	0.8782994388789643	WT_vs_msrA
P10423	0.06300520097091677	-0.16254786569513227	0.2885582676369658	18.428048315457634	0.5500816135525906	0.8782994388789643	WT_vs_msrA
P23869	0.06412631106074684	-0.16569040281479736	0.29394302493629104	28.417223857169894	0.5505084284154368	0.8782994388789643	WT_vs_msrA
P77721	0.05126610810619425	-0.13259767475594178	0.23512989096833029	23.305264440161416	0.5507974548719659	0.8782994388789643	WT_vs_msrA
P30139	0.09667057612583108	-0.25018022756349917	0.4435213798151613	18.77126242500736	0.5509620322144552	0.8782994388789643	WT_vs_msrA
P11447	0.061429720435093316	-0.15916715240851337	0.2820265932787	23.24766631390454	0.5512976413966397	0.8782994388789643	WT_vs_msrA
P0A9K1	0.21951813484943372	-0.5690477463123671	1.0080840160112345	16.64005997899394	0.551429855011867	0.8782994388789643	WT_vs_msrA
P0A988	-0.03131376745987069	-0.1440598299274983	0.08143229500775692	26.3499804147865	0.5523286239095824	0.8788881634486508	WT_vs_msrA
P0AB80	0.04180356921152395	-0.10887534648867511	0.192482484911723	24.758324415057498	0.5527540085929394	0.8788881634486508	WT_vs_msrA
P0A6D3	0.032762233836056254	-0.08539176638755962	0.15091623405967214	24.561693033355528	0.5529659408348884	0.8788881634486508	WT_vs_msrA
P33915	0.05941796965432644	-0.15528377423517534	0.27411971354382825	22.10647357804648	0.5537228965406598	0.8788881634486508	WT_vs_msrA
P56580	-0.09251517767787121	-0.42719036012789474	0.24216000477215233	23.774754920949043	0.5541650309444133	0.8788881634486508	WT_vs_msrA
P52643	-0.05894664155497509	-0.2722473918364188	0.15435410872646863	27.32097712642846	0.5542751634528706	0.8788881634486508	WT_vs_msrA
P39288	-0.060380818615051624	-0.279092763373338	0.15833112614323472	22.9273745061308	0.5546698055857353	0.8788881634486508	WT_vs_msrA
P0AD68	-0.051043161111756774	-0.2360419599559983	0.13395563773248476	26.542082276029866	0.5549008543801439	0.8788881634486508	WT_vs_msrA
P33231	0.13208787951280954	-0.3467667805471186	0.6109425395727377	23.989387120814257	0.5549988650512785	0.8788881634486508	WT_vs_msrA
P0ABX2	-0.4371720961575356	-2.0224814158996964	1.1481372235846252	19.770222964387347	0.5551070935451097	0.8788881634486508	WT_vs_msrA
P22586	0.12301181271461559	-0.3232659730670748	0.569289598496306	21.205265511947704	0.5552833965117817	0.8788881634486508	WT_vs_msrA
P67244	0.09484500480256841	-0.24938566976241194	0.43907567936754877	22.902887587279473	0.555441551846144	0.8788881634486508	WT_vs_msrA
P25888	-0.04706239107071397	-0.21792240589730447	0.12379762375587652	24.494213201972798	0.5555591187840929	0.8788881634486508	WT_vs_msrA
P75757	0.26727829479318643	-0.7042739814751353	1.2388305710615082	19.187058384800043	0.5560386904882343	0.8791891677386805	WT_vs_msrA
P42619	-0.09370369645942134	-0.43482997536393253	0.24742258244508986	18.910335498737375	0.5566250796965768	0.8795595731399206	WT_vs_msrA
P0AEL0	-0.06693044650429769	-0.310788321791718	0.1769274287831226	26.124884724398502	0.5569418490423977	0.8795595731399206	WT_vs_msrA
P77672	0.10047432118012622	-0.2666417265330517	0.46759036889330413	21.286137282986907	0.5580440285305394	0.8795595731399206	WT_vs_msrA
P0ABC9	0.10042431062288415	-0.26699114620473313	0.46783976745050143	22.211290657445264	0.5585522314568626	0.8795595731399206	WT_vs_msrA
P04395	-0.038157899606556356	-0.17776509335914165	0.10144929414602893	25.78209886981701	0.5585564830198583	0.8795595731399206	WT_vs_msrA
P0AGG2	0.04866238654902233	-0.129415534982426	0.22674030808047066	24.378687356954515	0.558639621510084	0.8795595731399206	WT_vs_msrA
P33020	-0.08448783197858134	-0.39393014585886243	0.22495448190169975	18.595458858854595	0.5589680688042854	0.8795595731399206	WT_vs_msrA
P77674	0.2500278755844967	-0.6660329491846604	1.1660887003536538	27.478555698502515	0.5591018936713393	0.8795595731399206	WT_vs_msrA
P27836	0.03571371958720704	-0.0951549663694218	0.16658240554383588	23.722820261250785	0.5591595437969819	0.8795595731399206	WT_vs_msrA
P0AAV4	0.10340493845701815	-0.27551768159203627	0.48232755850607256	23.749551996498603	0.5591671916111638	0.8795595731399206	WT_vs_msrA
P04805	0.032537129026234624	-0.08699717405481958	0.15207143210728882	28.216316076228782	0.5601489637578286	0.8804894906241167	WT_vs_msrA
P12994	-0.10327265567078214	-0.4831227920895153	0.276577480747951	25.85960857571988	0.5606051616811826	0.8804894906241167	WT_vs_msrA
P0AGD3	-0.052759005991322994	-0.24682470321199432	0.14130669122934833	31.552943488631314	0.5606275631318414	0.8804894906241167	WT_vs_msrA
P0ADQ2	-0.030319520786729726	-0.14211335863122887	0.08147431705776942	25.051435348383684	0.5615532218609327	0.881487727910834	WT_vs_msrA
P76536	-0.03500457597946749	-0.16425564302926965	0.09424649107033467	27.422016244376916	0.5620971202778476	0.881871503793094	WT_vs_msrA
P12758	-0.03528697361893407	-0.16577528960544868	0.09520134236758054	29.243095525345996	0.5626707313149528	0.881871503793094	WT_vs_msrA
P77181	0.06557095247455536	-0.17705202364627584	0.3081939285953865	23.779221010258027	0.5629036188620693	0.881871503793094	WT_vs_msrA
P39282	-0.21814843708489207	-1.025447636509211	0.5891507623394266	16.869675300816933	0.5629584459883522	0.881871503793094	WT_vs_msrA
P0ABT2	0.0671689325678102	-0.18164647396648945	0.3159843391021099	33.12265985064322	0.5633354944277967	0.8820075051860249	WT_vs_msrA
P35340	0.03498385011573646	-0.09490504635364166	0.16487274658511458	27.16904246349071	0.564214955265051	0.8829295824152884	WT_vs_msrA
P0ABU2	0.035658803169191344	-0.09741769610727533	0.16873530244565801	28.056753192473632	0.5661804041249439	0.885328520439054	WT_vs_msrA
P21369	0.19585646575601956	-0.5356151948937392	0.9273281264057783	22.589736127705965	0.5664662846491946	0.885328520439054	WT_vs_msrA
P0AEW9	-0.05742183716525062	-0.2722124163243981	0.1573687419938968	24.665308411584416	0.5670627536107178	0.885328520439054	WT_vs_msrA
P0A7M2	0.05298030899944095	-0.14541522943773313	0.251375847436615	30.65538176551965	0.5674836909643316	0.885328520439054	WT_vs_msrA
P76389	-0.06034594252804126	-0.2864218426082812	0.16572995755219866	23.248630877040007	0.5676494136022373	0.885328520439054	WT_vs_msrA
P06988	0.06339243393825811	-0.17429876250898602	0.30108363038550223	23.900748894479147	0.5679736320356346	0.885328520439054	WT_vs_msrA
P40719	0.06664785666889728	-0.1832941202563953	0.31658983359418985	25.422261555983635	0.5680414791722281	0.885328520439054	WT_vs_msrA
P0AFP6	-0.046247321759882	-0.2197902953893492	0.1272956518695852	27.003719446539037	0.5682760198651632	0.885328520439054	WT_vs_msrA
P27111	-0.04936817121849302	-0.2347182626241731	0.13598192018718708	21.777621379682937	0.5684735529549991	0.885328520439054	WT_vs_msrA
P0ADK6	0.042439440317803445	-0.11697566817770286	0.20185454881330975	22.589636331818294	0.5686611621905342	0.885328520439054	WT_vs_msrA
P36879	-0.03178123444251568	-0.15139941249669653	0.08783694361166518	24.84098714795814	0.5694200492927304	0.8855705138051816	WT_vs_msrA
P25747	-0.10638229594065507	-0.5068650864366419	0.2941004945553317	18.211239952071217	0.569497126964434	0.8855705138051816	WT_vs_msrA
P77649	0.08073534522859305	-0.22349623072685249	0.3849669211840386	21.18876184839496	0.5698698528486225	0.8855705138051816	WT_vs_msrA
P69822	0.11126514481622607	-0.3081346434083969	0.530664933040849	21.168027108666454	0.5699822063188336	0.8855705138051816	WT_vs_msrA
P37146	-0.1976185775424284	-0.9434474791258451	0.5482103240409884	20.47147886924964	0.5704562339334619	0.8858382964855201	WT_vs_msrA
P00805	-0.04947712988356656	-0.23634645020736003	0.1373921904402269	30.11365046477861	0.5707375401509208	0.8858382964855201	WT_vs_msrA
